"Id","Date","After","Before","Ancient","Modern","Material","Object Type","Inscription Type","Execution Type","Language","Museum","Status","Trismegistos","EDR","PHI","EDCS"
"ISic020395","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020396","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020397","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020398","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020399","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","Ancient GreekElymian","Parco archeologico di Segesta","draft","","","",""
"ISic020400","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","Ancient GreekElymian","Parco archeologico di Segesta","draft","","","",""
"ISic020401","500—480 BCE (Biondi 1992)","-0500","-0480","Segesta","","ceramic","vessel","unknown","scratched","Ancient GreekElymian","Parco archeologico di Segesta","draft","","","",""
"ISic020402","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","Ancient GreekElymian","Parco archeologico di Segesta","draft","","","",""
"ISic020403","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020404","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020405","525—450 BCE (Biondi 1997)","-0525","-0450","Segesta","","ceramic","kylixlekythos","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020406","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020407","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020408","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020409","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020410","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020411","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020412","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020413","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020414","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020415","500—480 BCE (Biondi 1992)","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020416","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","plate","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020417","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020418","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020419","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020420","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020421","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","Ancient GreekElymian","Parco archeologico di Segesta","draft","","","",""
"ISic020422","550—480 BCE","-0550","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020423","500—480 BCE","-0500","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020424","500—480 BCE","-0500","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020425","500—480 BCE","-0500","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020426","500—480 BCE","-0500","-0480","Segesta","Segesta","ceramic","vessel","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020427","500—480 BCE","-0500","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020428","525—450 BCE (Biondi 1997)","-0525","-0450","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020429","500—480 BCE","-0500","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020430","500—480 BCE","-0500","-0480","Segesta","Segesta","ceramic","amphora","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020431","525—450 BCE (Biondi 1997)","-0525","-0450","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020432","500—480 BCE (Biondi 1992)","-0500","-0480","Segesta","","ceramic","kylix","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020433","500—480 BCE","-0500","-0480","Segesta","Segesta","ceramic","krater","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020434","500—480 BCE","-0500","-0480","Segesta","Segesta","ceramic","cup","unknown","scratched","ElymianAncient Greek","Parco archeologico di Segesta","draft","","","",""
"ISic020435","500—400 BCE (?)","-0500","-0400","","Monte Castellazzo di Poggioreale","ceramic","amphora","unknown","scratched","ElymianAncient Greek","","draft","","","",""
"ISic020436","500—480 BCE (Biondi 1992)","-0500","-0480","Entella","Rocca d'Entella","ceramic","kylix","unknown","scratched","PunicAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020437","480—450 BCE; middle of the 5th century BCE (Agostiniani 2021)","-0480","-0450","Ietas","Monte Iato","ceramic","cup","unknown","scratched","ElymianAncient Greek","","draft","","","",""
"ISic020438","480—450 BCE; half of the 5th century BCE (Agostiniani 2021)","-0480","-0450","Ietas","Monte Iato","ceramic","cup","unknown","scratched","ElymianAncient Greek","","draft","","","",""
"ISic020439","500—475 BCE (Ferreri 2012; Agostiniani 2021).","-0500","-0475","","","ceramic","skyphos","unknown","scratched","ElymianAncient Greek","Museo Civico di Montelepre","draft","","","",""
"ISic020440","End of the 6th — beginning of the 5th century BCE","-0520","-0480","Segesta","","ceramic","loom weight, of the truncated pyramidal type","invocation","engraved","ElymianAncient Greek","?","draft","","","",""
"ISic020441","500—480 BCE","-0500","-0480","Segesta","","ceramic","krater","unknown","scratched","ElymianAncient Greek","Museo Archeologico Regionale Antonino Salinas","draft","","","",""
"ISic020442","500—480 BCE","-0500","-0480","","","ceramic","cup","abecedary","scratched","ElymianAncient Greek","Museo Civico di Montelepre","draft","","","",""
"ISic020443","6th—5th century BCE (so Arena on letters)","-0600","-0400","Gela","Gela","ceramic","kylix","owner inscription","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020444","626—600 BCE (so Arena on letters)","-0625","-0600","Megara Hyblaea","Megara Iblea","ceramic","plate","artist inscription","scratched","Ancient Greek","Museo Archeologico Regionale Paolo Orsi","draft","","","",""
"ISic020445","550—525 BCE (so Arena on letters)","-0550","-0525","Selinus","Selinunte","ceramic","lekythos","graffiti","scratched","Ancient Greek","","draft","","","",""
"ISic020446","6th — 5th century BCE (so Arena on letters)","-0600","-0400","Selinus","Selinunte","ceramic","lekanis","owner inscription","scratched","Ancient Greek","private house","draft","","","",""
"ISic020447","ca. 620—580 BCE (so Arena on letters)","-0620","-0580","Selinus","Selinunte","ceramic","cup (Megarian type)","owner inscription","scratched","Ancient Greek","","draft","","","",""
"ISic020448","ca. 520—500 BCE (so Arena on letters)","-0520","-0500","unknown","unknown","ceramic","volute krater","owner inscription","scratched","Ancient Greek","Fondazione I. Mormino collection","draft","","","",""
"ISic020450","620—600 BCE (so Arena on letters)","-0620","-0600","Megara Hyblaea (area of)","Megara Iblea","ceramic","black-glazed Protocorinthian olpe","dedication","scratched","Ancient Greek","","draft","","","",""
"ISic020451","7th — 6th century BCE (so Arena on letters)","-0700","-0500","Unknown","Unknown","ceramic","Corinthian alabastron","gift, private document","scratched","Ancient Greek","","draft","","","",""
"ISic020452","550—525 BCE (so Arena on letters)","-0550","-0525","Gela","Gela","ceramic","lekythos","votive inscription","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020453","525—500 BCE (so Arena on letters)","-0525","-0500","Gela","Gela","ceramic","kylix","votive inscription","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020454","525—500 BCE (so Arena on letters)","-0525","-0500","Gela","Gela","ceramic","pithos","votive inscription","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020455","525—500 BCE (so Arena on letters)","-0525","-0500","Gela","Gela","ceramic","lekythos","ownership","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020456","525—500 BCE (so Arena on letters)","-0525","-0500","Gela","Gela","ceramic","kotyle","ownership","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020457","525—500 BCE (so Arena on letters)","-0525","-0500","Gela","Gela","ceramic","kylix","ownership","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020458","525—500 BCE (so Arena on letters)","-0525","-0500","Gela","Gela","ceramic","kylix","ownership","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020459","550—530 BCE","-0550","-0530","Gela","Gela","ceramic","cup","dedication","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020460","525—500 BCE (so Arena on letters)","-0525","-0500","Gela","Gela","ceramic","kotyle","ownership","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020461","525—500 BCE (so Arena on letters)","-0525","-0500","Gela","Gela","ceramic","kylix","ownership","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020462","600—500 BCE (so Arena on letters)","-0600","-0500","Gela","Gela","ceramic","kylix","ownership","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020463","525—500 BCE (so Arena on letters)","-0525","-0500","Gela","Gela","ceramic","skyphos","dedication","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020464","520—480 BCE (so Arena on letters)","-0520","-0480","Gela","Gela","ceramic","skyphos","dedication","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020465","520—480 BCE (so Arena on letters)","-0520","-0480","Gela","Gela","ceramic","oinochoe","ownership","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020466","520—480 BCE (so Arena on letters)","-0520","-0480","Gela","Gela","ceramic","kylix","ownership","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020467","520—480 BCE (so Arena on letters)","-0520","-0480","Gela","Gela","ceramic","amphora","ownership","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020468","520—480 BCE (so Arena on letters)","-0520","-0480","Gela","Gela","ceramic","kylix","ownership","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
"ISic020469","500—475 BCE (so Arena on letters)","-0500","-0475","Gela","Gela","ceramic","kylix","ownership","scratched","Ancient Greek","Museo Archeologico Regionale di Gela","draft","","","",""
